ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
308_02_061,,,790391.00000,8220021.00000,Mulanje,Laston Njema TA,Chimwaza,gravity fed standpipe,no pump,not functional,1983,Government,Government
308_02_110,,,788372.00000,8219859.00000,Mulanje,Laston Njema TA,Soza,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_109,,,788141.00000,8219670.00000,Mulanje,Laston Njema TA,Soza,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_108,,,787905.00000,8219405.00000,Mulanje,Laston Njema TA,Soza,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_111,,,787719.00000,8219568.00000,Mulanje,Laston Njema TA,Soza,shallow well with hand pump,no pump,not functional,1978,Government,Government
308_02_097,,,788878.00000,8220489.00000,Mulanje,Laston Njema TA,Namaona,mechanic borehole,Afridev,functional,2000,Government,unknown
308_02_090,NL 16,,789273.00000,8220653.00000,Mulanje,Laston Njema TA,Namaona,shallow well with hand pump,Malda,functional,1994,UNHCR,UNHCR
308_02_091,,,789410.00000,8220451.00000,Mulanje,Laston Njema TA,Namaona,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_092,ML 12,,789394.00000,8220299.00000,Mulanje,Laston Njema TA,Namaona,shallow well with hand pump,no pump,not functional,1991,UNHCR,UNHCR
308_02_093,,,789483.00000,8220025.00000,Mulanje,Laston Njema TA,Namaona,gravity fed standpipe,no pump,not functional,2001,Government,Government
308_02_094,ML 13,,789367.00000,8220050.00000,Mulanje,Laston Njema TA,Namaona,shallow well with hand pump,Malda,not functional,1989,UNHCR,UNHCR
308_02_096,,,788923.00000,8220192.00000,Mulanje,Laston Njema TA,Namaona,gravity fed standpipe,no pump,not functional,1994,Government,Government
308_02_104,,,788302.00000,8218866.00000,Mulanje,Laston Njema TA,Soza,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_098,,,788878.00000,8220594.00000,Mulanje,Laston Njema TA,Namaona,gravity fed standpipe,no pump,not functional,1994,Government,Government
308_02_099,ML 18,,789336.00000,8220350.00000,Mulanje,Laston Njema TA,Namaona,shallow well with hand pump,no pump,not functional,1998,UNHCR,UNHCR
308_02_100,,,789370.00000,8220787.00000,Mulanje,Laston Njema TA,Gambula School,gravity fed standpipe,no pump,not functional,1988,Government,Government
308_02_101,PP228,,787937.00000,8219691.00000,Mulanje,Laston Njema TA,Soza,hand drilled borehole,Malda,functional,1985,UNHCR,UNHCR
308_02_102,,,788503.00000,8219357.00000,Mulanje,Laston Njema TA,Soza,mechanic borehole,Afridev,functional,2000,MASAF,unknown
308_02_089,,,789525.00000,8220806.00000,Mulanje,Laston Njema TA,Namaona,mechanic borehole,Aquadev,functional,1993,Government,unknown
308_02_095,,,789188.00000,8219699.00000,Mulanje,Laston Njema TA,Namaona,gravity fed standpipe,no pump,not functional,1988,Government,Government
308_02_014,,,794352.00000,8222054.00000,Mulanje,Laston Njema TA,Maliera,gravity fed standpipe,no pump,not functional,2002,Government,Government
308_02_028,,,794915.00000,8221295.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_027,,,798228.00000,8225231.00000,Mulanje,Laston Njema TA,Mujiwa,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_026,,,799587.00000,8225152.00000,Mulanje,Laston Njema TA,Mujiwa,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_025,,,798746.00000,8224641.00000,Mulanje,Laston Njema TA,Mujiwa,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_024,,,798206.00000,8224555.00000,Mulanje,Laston Njema TA,Mujiwa,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_023,,,797002.00000,8223413.00000,Mulanje,Laston Njema TA,Namwera,gravity fed standpipe,no pump,not functional,1980,Government,Government
308_02_022,,,796289.00000,8223138.00000,Mulanje,Laston Njema TA,Namwera,gravity fed standpipe,no pump,not functional,1980,Government,Government
308_02_020,,,794971.00000,8223495.00000,Mulanje,Laston Njema TA,Matimati,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_019,,,794534.00000,8223859.00000,Mulanje,Laston Njema TA,Matimati,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_018,,,794294.00000,8222439.00000,Mulanje,Laston Njema TA,Maliyera,mechanic borehole,Afridev,functional,2000,Government,CDC
308_02_017,,,794196.00000,8222419.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_039,ML 57,,792497.00000,8221167.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,no pump,not functional,1989,Red Cross,UNHCR
308_02_015,,,794677.00000,8222041.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,not functional,2002,Government,Government
308_02_031,,,793890.00000,8221160.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_013,ML 60,,794239.00000,8221831.00000,Mulanje,Laston Njema TA,Maliyera,shallow well with hand pump,no pump,not functional,1990,Red Cross,Red Cross
308_02_012,ML 59,,794460.00000,8221544.00000,Mulanje,Laston Njema TA,Maliyera,shallow well with hand pump,Malda,not functional,1990,Red Cross,Red Cross
308_02_011,,,794782.00000,8221676.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_010,,,794863.00000,8222194.00000,Mulanje,Laston Njema TA,Muloza School,gravity fed standpipe,no pump,functional,2000,Government,Government
308_02_009,,,794946.00000,8222135.00000,Mulanje,Laston Njema TA,Muloza School,mechanic borehole,Afridev,functional,1999,MASAF,Mwalinyu
308_02_008,,,795151.00000,8222001.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,functional,2000,Government,Government
308_02_007,,,795314.00000,8221798.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,functional,2000,Government,Government
308_02_006,,,795527.00000,8221964.00000,Mulanje,Laston Njema TA,Maliyera,mechanic borehole,Afridev,not functional,2001,Government,unknown
308_02_005,,,795490.00000,8222060.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,functional,2000,Government,Government
308_02_004,,,795567.00000,8222252.00000,Mulanje,Laston Njema TA,Maliyera,mechanic borehole,Afridev,functional,2001,Government,unknown
308_02_003,,,795996.00000,8222778.00000,Mulanje,Laston Njema TA,Maliyera,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_002,,,795591.00000,8222338.00000,Mulanje,Laston Njema TA,Muloza H/Centre,gravity fed standpipe,no pump,functional,2000,Government,Government
308_02_001,,,795595.00000,8222349.00000,Mulanje,Laston Njema TA,Muloza H/Centre,mechanic borehole,Climax,not functional,1111,unknown,unknown
308_02_016,,,794726.00000,8222672.00000,Mulanje,Laston Njema TA,Maliyera,mechanic borehole,Afridev,functional,1999,MASAF,unknown
308_02_044,ML 55,,792239.00000,8221615.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,Malda,functional,1988,Red Cross,UNHCR
308_02_059,,,791893.00000,8220912.00000,Mulanje,Laston Njema TA,Namasalima,mechanic borehole,Afridev,functional,1991,UNHCR,unknown
308_02_058,,,791780.00000,8220899.00000,Mulanje,Laston Njema TA,Namasalima,gravity fed standpipe,no pump,not functional,1993,Government,Government
308_02_057,,,791818.00000,8220553.00000,Mulanje,Laston Njema TA,Namasalima,gravity fed standpipe,no pump,not functional,2001,Government,Government
308_02_056,,,791676.00000,8220067.00000,Mulanje,Laston Njema TA,Namasalima,gravity fed standpipe,no pump,not functional,2001,Government,Government
308_02_055,,,791611.00000,8220244.00000,Mulanje,Laston Njema TA,Namasalima,mechanic borehole,Afridev,functional,2001,Government,CDC
308_02_054,ML 28,,791376.00000,8220421.00000,Mulanje,Laston Njema TA,Namasalima,shallow well with hand pump,no pump,not functional,1993,Red Cross,UNHCR
308_02_053,,,791440.00000,8220596.00000,Mulanje,Laston Njema TA,Namasalima,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_052,KAW 0019,,791546.00000,8220874.00000,Mulanje,Laston Njema TA,Namasalima,mechanic borehole,Afridev,functional,2000,MASAF,CDC
308_02_051,,,791268.00000,8221059.00000,Mulanje,Laston Njema TA,Namasalima,gravity fed standpipe,no pump,not functional,2002,Government,Government
308_02_050,,,791148.00000,8220834.00000,Mulanje,Laston Njema TA,Namasalima,mechanic borehole,Aquadev,functional,1986,Red Cross,unknown
308_02_049,ML 25,,790910.00000,8220892.00000,Mulanje,Laston Njema TA,Namasalima,shallow well with hand pump,Malda,functional,1994,UNHCR,unknown
308_02_048,,,798512.00000,8226584.00000,Mulanje,Laston Njema TA,Ndala,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_047,,,798651.00000,8226102.00000,Mulanje,Laston Njema TA,Ndala,mechanic borehole,Afridev,functional,2001,OXFAM,unknown
308_02_029,,,794590.00000,8221268.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_038,,,792354.00000,8220873.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,1111,unknown,unknown
308_02_060,,,792161.00000,8220348.00000,Mulanje,Laston Njema TA,Namasalima,shallow well with hand pump,Malda,functional,1993,UNHCR,UNHCR
308_02_032,,,793252.00000,8221140.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_033,,,792873.00000,8221220.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_034,,,792966.00000,8221256.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,Malda,not functional,1984,Government,Government
308_02_035,,,792629.00000,8221015.00000,Mulanje,Laston Njema TA,Mtambalika,mechanic borehole,Afridev,functional,1999,MASAF,unknown
308_02_046,,,798380.00000,8226093.00000,Mulanje,Laston Njema TA,Ndala,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_146,,,799109.00000,8230756.00000,Mulanje,Laston Njema TA,Gawani (A),gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_045,,,798253.00000,8225717.00000,Mulanje,Laston Njema TA,Ndala,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_040,,,792189.00000,8221144.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,no pump,not functional,1989,Red Cross,UNHCR
308_02_041,ML 49,,791708.00000,8221310.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,Malda,not functional,1989,unknown,UNHCR
308_02_042,,,791821.00000,8221079.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2002,Government,Government
308_02_043,,,791985.00000,8221738.00000,Mulanje,Laston Njema TA,Mtambalika,shallow well with hand pump,no pump,not functional,1989,unknown,UNHCR
308_02_030,,,794229.00000,8221624.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_036,,,792540.00000,8220873.00000,Mulanje,Laston Njema TA,Mtambalika,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_200,,,800145.00000,8236644.00000,Mulanje,Laston Njema TA,Ntikhe (A),gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_215,,,789475.00000,8221843.00000,Mulanje,Laston Njema TA,Gladstone,shallow well with hand pump,no pump,not functional,1987,UNHCR,UNHCR
308_02_214,,,789197.00000,8221428.00000,Mulanje,Laston Njema TA,Gladstone,mechanic borehole,Afridev,functional,1999,Government,CDC
308_02_213,,,789336.00000,8221452.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,not functional,2000,Government,Government
308_02_212,ML 44,,789343.00000,8221220.00000,Mulanje,Laston Njema TA,Gladstone,shallow well with hand pump,no pump,not functional,1992,UNHCR,UNHCR
308_02_211,PP 228,,789397.00000,8221180.00000,Mulanje,Laston Njema TA,Gladstone,mechanic borehole,Aquadev,functional,1993,Red Cross,Other
308_02_210,,,789399.00000,8221001.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_209,,,788564.00000,8221268.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_208,,,788493.00000,8221357.00000,Mulanje,Laston Njema TA,Gladstone,shallow well with hand pump,Malda,not functional,1987,UNHCR,UNHCR
308_02_207,,,788338.00000,8221146.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,functional,2002,Private,Other
308_02_206,,,788705.00000,8220975.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_205,,,788980.00000,8220991.00000,Mulanje,Laston Njema TA,Gladstone,mechanic borehole,Afridev,functional,1999,MASAF,Other
308_02_204,,,800224.00000,8234682.00000,Mulanje,Laston Njema TA,Ntikhe (A),gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_203,,,800268.00000,8235088.00000,Mulanje,Laston Njema TA,Kalongonda (A),gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_186,,,799665.00000,8232733.00000,Mulanje,Laston Njema TA,Nlupha,gravity fed standpipe,no pump,not functional,1985,Government,Government
308_02_194,,,797915.00000,8235980.00000,Mulanje,Laston Njema TA,Msikita,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_144,,,797943.00000,8230089.00000,Mulanje,Laston Njema TA,Manyamba,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_188,,,798580.00000,8232895.00000,Mulanje,Laston Njema TA,Nlupha,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_189,,,798513.00000,8233358.00000,Mulanje,Laston Njema TA,Nlupha,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_190,,,798124.00000,8236315.00000,Mulanje,Laston Njema TA,Msikita,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_191,,,797625.00000,8236412.00000,Mulanje,Laston Njema TA,Monjole School,mechanic borehole,Afridev,functional,2000,EU,unknown
308_02_202,,,800300.00000,8235577.00000,Mulanje,Laston Njema TA,Mwakhiwa,gravity fed standpipe,no pump,not functional,1980,Government,Government
308_02_193,IR14,,798267.00000,8236144.00000,Mulanje,Laston Njema TA,Msikita,mechanic borehole,Afridev,functional,1998,unknown,unknown
308_02_201,,,800198.00000,8236012.00000,Mulanje,Laston Njema TA,Mwakhiwa,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_195,,,797243.00000,8236603.00000,Mulanje,Laston Njema TA,Makuluni,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_196,,,796369.00000,8236695.00000,Mulanje,Laston Njema TA,Makuluni,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_197,,,796289.00000,8236424.00000,Mulanje,Laston Njema TA,Makuluni,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_198,,,796769.00000,8236171.00000,Mulanje,Laston Njema TA,Makuluni,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_199,,,799727.00000,8236415.00000,Mulanje,Laston Njema TA,Bodole,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_218,,,789992.00000,8221410.00000,Mulanje,Laston Njema TA,Thakhiwa,shallow well with hand pump,no pump,not functional,1987,UNHCR,UNHCR
308_02_192,,,798348.00000,8236386.00000,Mulanje,Laston Njema TA,Msikita,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_243,,,785472.00000,8224813.00000,Mulanje,Laston Njema TA,MAbveya School,mechanic borehole,Afridev,functional,2000,unknown,CDC
308_02_216,,,788846.00000,8223280.00000,Mulanje,Laston Njema TA,Gladstone,gravity fed standpipe,no pump,functional,1999,Private,Private
308_02_235,,,792153.00000,8223002.00000,Mulanje,Laston Njema TA,Khumbanywa,shallow well with hand pump,Malda,not functional,1991,UNHCR,UNHCR
308_02_237,,,788180.00000,8222736.00000,Mulanje,Laston Njema TA,Safari,mechanic borehole,Afridev,functional,2000,Government,CDC
308_02_239,,,786924.00000,8221828.00000,Mulanje,Laston Njema TA,Nyalinga,mechanic borehole,Afridev,not functional,2000,Government,CDC
308_02_240,,,788171.00000,8225744.00000,Mulanje,Laston Njema TA,Songwe A,shallow well with hand pump,Afridev,functional,2002,OXFAM,Government
308_02_233,,,791074.00000,8221491.00000,Mulanje,Laston Njema TA,Thakhiwa,shallow well with hand pump,Malda,not functional,1987,UNHCR,UNHCR
308_02_242,,,786595.00000,8225442.00000,Mulanje,Laston Njema TA,Naphimba H/Centre,mechanic borehole,Climax,functional,1111,unknown,unknown
308_02_232,DCL 0/71,,791209.00000,8221336.00000,Mulanje,Laston Njema TA,Mitawa School,mechanic borehole,Afridev,not functional,2000,MASAF,Other
308_02_244,,,792290.00000,8220359.00000,Mulanje,Laston Njema TA,Chibade,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_245,,,791167.00000,8221424.00000,Mulanje,Laston Njema TA,Mitaka School,mechanic borehole,Aquadev,not functional,1987,UNHCR,UNHCR
308_02_246,,,790310.00000,8221129.00000,Mulanje,Laston Njema TA,Limbuli,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_247,,,790562.00000,8221032.00000,Mulanje,Laston Njema TA,Limbuli Mosque,mechanic borehole,Afridev,functional,2001,OTHER,CADCO
308_02_248,,,790057.00000,8221191.00000,Mulanje,Laston Njema TA,Limbuli,gravity fed standpipe,no pump,functional,2002,Government,Government
308_02_238,,,787335.00000,8221834.00000,Mulanje,Laston Njema TA,Nyalinga,mechanic borehole,Afridev,functional,2000,Government,CDC
308_02_241,CDC 02/02/107,,787525.00000,8225652.00000,Mulanje,Laston Njema TA,Songwe School,mechanic borehole,Afridev,functional,2002,MASAF,CDC
308_02_225,ML 39,,789779.00000,8222310.00000,Mulanje,Laston Njema TA,Mtalika C,shallow well with hand pump,no pump,not functional,1987,UNHCR,UNHCR
308_02_185,,,799288.00000,8233553.00000,Mulanje,Laston Njema TA,Pangani,gravity fed standpipe,no pump,not functional,1978,Government,Government
308_02_219,,,790128.00000,8221601.00000,Mulanje,Laston Njema TA,Thakhiwa,shallow well with hand pump,no pump,not functional,1987,UNHCR,UNHCR
